ArtistID;FirstName;LastName;ArtistURL;Biography;Country;Photo;PhotoCredit;Website
41;Gerhard;Class;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=41;Class was the son of a master sculptor. He came to Canada in 1951. He was one of the organizers of the International Sculpture Symposium at VanDusen Botanical Gardens in 1975. Class worked mainly in stone and steel and his work is in collections in Canada and Europe. He taught evening classes at the Vancouver School of Art from 1967 and was art director and graphic designer for the Plywood Manufacturers' Association of BC. He died in 1997.;Canada;;;
48;Robin;Campbell;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=48;"Robin Campbell creates works which engage us to reflect upon ourselves. 

During the summer of 1999, he exhibited in the International Sculpture Exhibition at the Peace Arch Park, Blaine, WA (at the British Columbia/Washington border).";Canada;;;
51;Katherine;Kerr;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=51;Katherine Kerr is a graduate of the Ontario College of Art, holds an honours BFA from the University of Guelph, and a B. Arch. From UBC. She has produced a number of public art works around the lower mainland including an 8000 sq. ft. mural at a downtown condominium complex and integrated concepts for skytrain stations in Burnaby, New Westminster and Vancouver. The Milky Way was her first major commission. She also works as an exhibiting artist, a published poet and a designer.;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=51&ImageId=518;;
55;Robert;Tait;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=55;;;;;
69;Marina;Szijarto;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=69;"Foundation Arts Dip, Hereford College of Art and Design, UK 1978-80; BA (Honours) - Textiles/Fashion, Loughborough College of Art and Design, UK 1980-84.

Theatre Arts:
Artistic Direction - outdoor multidisciplinary events;
Sets/Props - designer, painter, sculptor; 
Costumes - design, construction, millinery, wearable props, masques, stilt costomes; 
Faux Finishing - interior painting- interior design (painting), guilding, faux wood-stone-plaster, stencils, glazing, Trompe L'Oeil; Teaching/Lectures - universities, colleges, high schools, elementary schools, community centres, private studios.";Canada;;;
71;Joey;Morgan;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=71;Born in New York, Joey Morgan lived for a time in Vancouver from 1974 through the 1980s and currently lives and works in the US.  Since 1980 Morgan has developed multi-disciplinary installations for site-specific contexts and exhibitions across Canada and in the US, Australia, Denmark, and France.  Exhibitions include the National Gallery of Canada, Power Plant in Toronto, Musee d'art Contemporain de Montreal, and the Vancouver Art Gallery.  She represented Canada in 1992 in the Sydney Biennial and in 1996 in 96 Containers in Copenhagen.;USA;;;http://www.dreamlab.org
74;Mathias;Hietz;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=74;"Sculpture Symposium, 1975, Vancouver, BC; Sculpture Symposia, 1976, Lindabrunn, Austria;";Austria;;;
168;Debra;Sparrow;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=168;;Canada;;;
78;James McLeod;Hurry;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=78;;;;;
79;Elek;Imredy;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=79;"Born in 1912 in Budapest, Imredy worked for the railroad while he studied there with sculptors Sandor Boldogfai Farkas and Bela Ohman and painters Istvan Szonyi and Vilmos Aba Novak. In 1957, he emigrated to Vancouver with his daughter where he worked as a sculptor and took part in numerous group exhibitions across Canada and Europe. Working in bronze, wood, granite, limestone, fibreglass and concrete, he produced religious sculptures for churches, colleges and schools, as well as portraits, busts and life-size sculpture. Among his better known commissions are &quot;Girl in a Wetsuit&quot;, a life-size bronze for Stanley Park, a seated bronze of the Rt. Hon. Louis St Laurent for Parliament Hill, Ottawa, and the &quot;Lady of Justice&quot;, Law Courts, New Westminster, BC. He was a member of the Sculptors&#39; Society of Canada, the Sculptors&#39; Society of British Columbia and past president of the Vancouver Historical Society. He died Oct.12,1994, aged 82.";Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=79&ImageId=2073;;
84;J. Seward;Johnson, Jr;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=84;"""After a lifetime as a painter, in 1968, J. Seward Johnson, Jr., turned his talents to the medium of sculpture. Since then, more than 200 of Johnson's lifesize cast bronze figures have been featured in private collections in the United States, Canada, Europe and Asia, as well as prominent places in the public realm such  as the Rockefeller Center and the World Trade Center in New York City and Queen Elizabeth Park in Vancouver, Canada. Johnson's most dramatic work -- and also his largest -- is the 70' aluminum giant entitled ""The Awakening."" This sculpture was selected for the International Sculpture Conference Exhibition and is sited in Washington, D.C. on a long term loan. Subsequent exhibitions include: the Galleria Ca D'oro, Piazza di Spagna, Rome; the RW Norton Art Museum; the Knoxville Museum of Art; the Wave Hill Sculpture Park; the Jacksonville Art Museum at Yale University; and solo exhibitions in Connecticut, New Jersey, Texas, California, New York, Washington, D.C., as well as in Mexico and Canada. Corporate collectors include the Nike Corporation, Arthur Andersen, Dial, Commerz Bank, and The Trammell Crow Company. 

A comprehensive book on the artist, entitled ""Celebrating the Familiar,"" has been published and is available at bookstores.""     (source: the artist's web site)";;;;http://www.sewardjohnson.com
90;F.;Lachnit;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=90;;Canada;;;
95;Liz;Magor;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=95;"Liz Magor was born in Winnipeg in 1948 and grew up in Prince Rupert and Vancouver. She graduated from the Vancouver School of Art and has had extensive exhibitions in Canada since 1980 including at the Vancouver Art Gallery, the Musee d'art contemporain, Montreal, Art Gallery of York University, Toronto, 2000, and  the Art Gallery of Ontario. She was a finalist for the Millennium Prize at the National Gallery of Canada and a recipient of a Governor General's Award, both in 2001.  Her international exhibits include  the 4th Biennale of Sydney, 1982; XLI Biennal di Venezia, Italy, 1984;  Documenta 8, Kassel, Germany, 1987; MOMA, New York, 1992; Stedelijk Museum, Amsterdam, 1995; Museum of Contemporary Art, Sydney, Australia, 1996; In\Site, Sandiago/Tijuana, 1997.  Her work is in major collections nationally. Magor has taught at the Ontario College of Art, UBC, and since 1995 at the Emily Carr Institute of Art and Design, Vancouver.  Her work often interacts with themes of nature and survival.  As a young artist in 1976, she told curator Alvin Balkind, ""I can't think in a 2-dimensional way. I don’t even make sketches for sculptures.""  ""I see art as a residence for human ingenuity and a repository for all the unpractical things we engage in intellectually and emotionally.  And all those things have value whether there is a market for them or not."" - ECIAD web site";Canada;;;
111;Ellen;Neel;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=111;A Kwakwaka'wakw, Neel was the granddaughter of carver Charlie James.  Neel came from Alert Bay and helped to revive the traditional art of carving. She had a studio called Totem Arts which opened in 1946 in Stanley Park at Ferguson Point and was a former WWII bunker.  The carver died in 1966.;;;;
101;Elza Lovitt;Mayhew;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=101;;;;;
102;Joyce;McDonald;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=102;McDonald became a sculptor after she was 45 years old. Prior to that she worked as a nurse and practiced various domestic crafts until 1978 when she took a sculpture course at Langara College with David Marshall. She discovered she loved carving stone, mostly BC marble. She served as president of the Sculptor's Society of BC from 1983-1986.;;;;
112;Markian;Olynyk;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=112;"Markian Olynyk has been designing and fabricating glass for private residences and commercial buildings since 1977.  From his Vancouver studio, Markian's commissions have included stained glass, etched and carved glass, wall murals and sculpture used as architectural elements and independent art pieces.  His art appears in Vancouver's Blue Horizon Hotel, the Lobby of the 535 Thurlow Building, the offices of the Insurance Corporation of British Columbia and numerous other locations.  His commemorative window for Expo '86 was laid by Prince Charles and Princess Diana.  Markian won professional Stained Glass Magazine's 1990 award for Best Canadian Work.  He was the subject of ""Through the Looking Glass"", a documentary film by George Greene.";Canada;;;
114;Bill;Pechet;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=114;Bill Pechet holds degrees in Geography and Visual Arts from the University of Victoria, in 1979 and 1981 respectively, followed by a professional degree in Architecture in 1987 from the University of British Columbia School of Architecture. From the year 2000, Bill has been a lecturer-in-practice at the University of BC School of Architecture and Landscape Architecture and also has been the school's representative to the British Columbia Society of Landscape Architecture's board of examiners. Bill is a frequent lecturer on issues of the built urban environment and the critical role that public space and art can play in the development of healthy and vibrant cities.;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=114&ImageId=527;;
116;Frank;Perry;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=116;Perry joined the army at the oubreak of WWII at the age of 16 and served overseas in the Royal Canadian Engineers from 1943-46. He received his BA from the University of British Columbia in 1949 and subsequently attended art school in London, England from 1953-55. He taught junior high school for many years. He began exhibiting in 1958 in Europe and exhibited extensively in Canada including at the Vancouver Art Gallery and in several outdoor sculpture exhibitions. His work won first prize in the Burnaby Centennial Outdoor Sculpture Show in 1958 and in the Vancouver Centennial Outdoor Sculpture Show in 1967.;Canada;;;
126;David;Ruben (Piqtoukun);https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=126;;Canada;;;
128;R. H.;Savery;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=128;Savery designed the setting for the fountain.;;;;
132;Jack;Shadbolt;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=132;Young Jack Shadbolt came to BC with his family in 1912 and settled in Victoria.  He studied in New York, London, and Paris, and taught at the Vancouver School of Art from 1938-1966, with time out during the war years in London. In 1966 he became a full-time painter and is one of the best known of the Vancouver modernists. In his work he explored the relationship between organic form and the pure energy of expression.  He exhibited nationally and internationally and published several books on painting., Act of Art (1981) and In Search of Form (1961). Shadbolt died in November 1998 at 89.;Canada;;;
134;Vern;Simpson;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=134;Simpson was a secondary school teacher from 1968-1988.  His vividly coloured landscape paintings are influenced by his frequent trips to Mexico and also by his love of the islands on the BC coast where he lives.  He has work in a number of corporate and public collections.;;;;
140;Alan;Storey;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=140;Alan Storey attended the University of Victoria and lives and works in Vancouver. His first major work was the Pendulum in the atrium of the HSBC Building on Georgia. His work often references industrial and mechanical processes. He has exhibited extensively since 1982 including solo exhibitions at the Western Front, Contemporary Art Gallery and Or Gallery in Vancouver and the 49th Parallel in NYC (1990), the Power Plant in Toronto (1990),  Indiana State University Gallery, Bloomington (1995), and the Centre Culturel Canadian, Paris, France in 2000. His work has also shown internationally in group exhibitions.  Storey has completed a number of public commissions in Canada and the US.;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=140&ImageId=529;;http://www.alanstorey.com/
141;Jiro;Sugawara;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=141;;Japan;;;
142;Kiyoshi;Takahashi;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=142;;Japan;;;
148;Richard;Tetrault;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=148;"Richard Tetrault is a Canadian born artist based in Vancouver, Canada. His studio work includes painting, mixed media work and relief prints.  Tetrault explores the shifting dynamics of the urban landscape. He has participated in more than fifty solo and group exhibitions, and is represented in both public and private collections worldwide. 
As a muralist and educator, Tetrault has directed projects with artists, community members and students in locations ranging from Cuba, Mexico and Argentina to other parts of Canada and the United States. Recent projects include the six-story mural, Through the Eye of the Raven, (2010) River of Crows (2011) The Russian Hall (2009) and Community Walls/Community Voices (2003-04), all situated in Vancouver. He is a recipient of the City of Vancouver Mayor’s Art Award in 2008.";Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=148&ImageId=530;Alex Waterhouse-Hayward 2001;www.richard-tetrault.ca
152;Dominique;Valade;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=152;"Solo Exhibitions: 1998 St. Jerome, Quebec; 1996 Landscapes, Vertical Gallery, Laval, Quebec; 1994 Seeds and disseminations, CIRCA, ontreal, Quebec; 1991, Lachine Museum, Lachine, Quebec; A breach in the enclosure, the Gallery, Three-Rivers, Quebec.";;;;
170;Karen;Kazmer;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=170;Kazmer has shown mostly in Canada and western US. She is best known for public art projects,  installations and mixed media constructions. She is a part-time instructor at Emily Carr Institute of Art and Design, Vancouver.;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=170&ImageId=532;;
171;Wolfgang;Kubach;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=171;Kubach was born in 1936. He and Anna-Maria Kubach-Wilmsen worked as a team. They came to Vancouver in 1976 to do the piece for the Vancouver International Stone Sculpture Symposium.;Germany;;;
173;Susan;Schuppli;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=173;;Canada;;;
174;Marko;Simcic;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=174;;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=174&ImageId=534;Howard Ursuliak;
182;Elizabeth;Roy;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=182;Elizabeth Roy was born in Ottawa and resides in Vancouver.  she received her MFA from Cranbrook Academy of ARt, Michigan, in 1984.  she teaches at Emily Carr Institute of Art and Design.;Canada;;;
197;Stephanie;Robb;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=197;Stephanie Robb is a principal in Pechet + Robb Design since 1995. She has published and exhibited since 1990.;Canada;;;
198;Miyuki;Shinkai;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=198;;Canada;;;
202;Jacqueline;Metz;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=202;"Jacqueline Metz had a childhood in northern BC, camping, building forts in the forest, watching the light shift, seasons change, leaves decay, the shifting crackling aurora borealis, exploring nature. A fascination
with form, colour, texture, and the play of permanent and ephemeral. Later formative interests include
photography, archaeology, and literature - things informed by perception, context, interpretation -
all leading to a fascination with manmade forms and spaces and the layers of context and how that
changes everything - what we see and how we edit the world.";Canada;;;https://www.metzchew.com/
203;Don;Vaughan;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=203;;Canada;;;
219;Pat;Beaton;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=219;Pat Beaton is a visual artist who works in printmaking and installation as well as community-based projects which have included quilts, carving and murals. She has been involved with grunt gallery, Malaspina Printmakers and Dundarave Printshop since 1986. Her strong links to neighbourhood, community gardens and the grunt gallery gave rise to the Mount Pleasant Community Fence Project, a carved cedar fence that stands alongside the community garden at 8th and Fraser. The theme of the human/nature relationship in this urban environment is often reflected in Pat's community projects. Projects such as Calling Birds (2003), Luna, the moon, (2001) and Coyote Facts and Folklore (1996) have engaged the public in the artmaking process and asked each participant to consider the natural world that exists in this very urban environment.;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=219&ImageId=536;;
222;Marian Penner;Bancroft;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=222;Bancroft graduated from the Vancouver School of Art and she lives and works in Vancouver where she teaches in the photography department of the  Emily Carr Institute of Art and Design. She has exhibited extensively in Canada and was part of a two-person show at the Canadian Cultural Centre in Paris in 2002.  Her work is in numerous collections including the Vancouver Art Gallery.;Canada;;;
226;Gathie;Falk;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=226;Gathie Falk was born in 1928 in Manitoba, Canada, the daughter of Russian Mennonite parents. She began working in warehouses and packing plants at the age of sixteen, while completing her education at night, and came to Vancouver, Canada in 1947 where she trained and worked as an elementary school teacher.In the 1950s, Falk began taking painting courses, subsequently studying pottery and sculpture at the University of British Columbia under the tutelage of local artist Glenn Lewis. In 1968, Gathie Falk was introduced to performance art through workshops given by American dancer Deborah Hay. By 1976, she had created fifteen meticulous performances, as well as many of her signature sculptural works including Home Environment, Herd, Veneration of the White Collar Worker, Single Men’s Shoes, and the Fruit Piles.After many years of being a sculptor and performance artist, Falk returned to painting for nearly two decades, producing the renowned exhibitions Pieces of Water, Night Skies, and Cement. Since the 1990s, she has skillfully alternated between two- and three-dimensional work, creating her most significant papier-mâché and bronze works, and continuing her evocative exploration of paint.In addition to over 50 solo exhibitions, Gathie Falk has received many awards, including the Gershon Iskowitz Prize (1990), Order of Canada (1997), Order of British Columbia (2002), Governor General’s Award in Visual and Media Arts (2003), Viva Award for Lifetime Achievement (2012), and the Audain Prize for Lifetime Achievement in the Visual Arts (2013).Falk has been the subject of two retrospective exhibitions at the Vancouver Art Gallery in 1985 and 2000 (traveling to the National Gallery of Canada, Norman Mackenzie Art Gallery, Art Gallery of Nova Scotia, and Musée des Beaux Arts de Montréal). Her works are included in numerous private and public collections, including the Vancouver Art Gallery, National Gallery of Canada, Glenbow Art Gallery, McMichael Canadian Collection, Art Gallery of Ontario, and many more.Gathie Falk lives and works in Vancouver.;Canada;https://covapp.vancouver.ca/PublicArtRegistry/ImageDisplay.aspx?AreaId=226&ImageId=537;John Watts;
230;Ann;McLaren;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=230;McLaren works with her partner Doug Taylor. The two artists create life-like figures from plaster molds of real people. McLaren does the surface detail such as hair and skin texture (sometimes using grapefruit rind for the pores). They made five life-size figures of astronauts for NASA's Space Center in Houston, as well as other works for the DNA Lab in NY, the Columbia Gorge Interpretive Center in Oregon, and the Cordova Bay Golf Club.  Sometimes the figures have some robotic components.;Canada;;;
231;Alex;Svonboda;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=231;Svonboda was the sculptor on the project.;Canada;;;
233;Alan;Wood;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=233;;Canada;;;
238;Norman;Tait;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=238;;;;;
239;Art;Thompson;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=239;;;;;
240;Tim;Paul;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=240;;;;;
243;Andrea;Del Verrochio;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=243;;Italy;;;
247;Buster;Simpson;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=247;Simpson prefers to work in the public domain and site-specific installations.  His work addresses ecology, society and site. He has done numerous public commissions around the US, including Seattle, his home town, and Denver, Portland, Cleveland, Boston, Miami, and others (see below). Brush with Illumination is Simpson's first permanent public art work in Canada, though he has done many pieces in the USA, particularly in Seattle where he is based.;USA;;;http://www.bustersimpson.net
249;Abraham;Anghik Ruben;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=249;Abraham Ruben was raised in the traditional lifestyle of his ancestors. His grandmother was a shaman. He attended the University of Alaska where he became familiar with art practices and took up carving. His themes are largely transformative. He has work in many permanent collections in North America, and has exhibited his work in The Art Gallery of Ontario (Toronto), The Museum of Civilization (Hull), The Winnipeg Art Gallery, The Prince of Wales Museum (Yellowknife), The Royal Ontario Museum (Toronto), and private galleries.;;;;
255;Gisele;Amantea;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=255;Gisele Amantea's installations use materials and formats drawn from popular culture to explore questions related to women, class, nostalgia, history and memory. Materially rich, her work also considers notions of ornament and decoration in relation to architectural space. Educated at the Univerisity of Calgary and the University of Puget Sound, with a background in sculptural ceramics, she has exhibited widely in Canada and other countries. Her work is included in numerous collections including the Montreal Museum of Fine Arts. Red Horizontal, on the False Creek North seawall, in Vancouver, was her first public art commission in 2005. From 1995 - 2012 she was on the faculty in the Studio Arts Department at Concordia University in Montreal where she taught interdisciplinary approaches to art-making.;Canada;;;http://www.ccca.ca/artists
258;Dwight;Atkinson;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=258;"Atkinson was Director of Design Vancouver from 1992-95. He has done volunteer design and building for TETRA, fabricating assists for disabled people. He has published articles about computer imaging in architecture. In 1983 he established the Atkinson Iconography Studio which he works out of  and in 1995 he established the ""Derling Whirvish"" Lamp Company. He works as a landscape painter, architect, iconographer, and radio documentarian.";Canada;;;
262;Todd;Davis;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=262;"Curator and founding member of Pitt Gallery, Vancouver, BC; Curator of Artropolis 1986-87; Proprietor of TJD Art Services 1980-91; Curator of Burnaby Art Gallery 1989-94, Intermin Director 1990-91; Executive Director of Open Space 1997 on.  Has resided in Vancouver since 1979. Panelist and freelance writer.";Canada;;;
269;Bertram Charles;Binning;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=269;Binning studied in New York and London and under Fred Varley at the VSA. He taught at the VSA for 15 years starting in 1934 and then taught at the UBC School of Architecture. He was later the founding director of the UBC Fine Arts Department. He was actively involved in promoting modernist painting and design on the west coast. He produced many paintings and murals and designed and built a modern prototype house in West Vancouver in 1941 where he lived until his death on March 16, 1976.;;;;
275;Sylvia;Oates;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=275;;;;;
284;Shu Ren;Cheng;https://covapp.vancouver.ca/PublicArtRegistry/ArtistDetail.aspx?FromArtistIndex=False&ArtistId=284;Originally from China, living in Surrey.;;;;
